,source,author,title,description,url,urlToImage,publishedAt,content
84,"{'id': None, 'name': 'Telegraph.co.uk'}",,I banned my children from eating sugar – this is what happened next - The Telegraph,"80 per cent of youngsters eat three times the recommended limit each day, so one mother-of-four decided to put her kids on a new regime",https://www.telegraph.co.uk/family/life/banned-children-eating-sugar-happened-next/,https://www.telegraph.co.uk/content/dam/family/2022/05/30/sun-cover-sweets_4_trans_NvBQzQNjv4Bqu4gL7XWaXcg95Oi24fZsadf11FLKtqwYaxK652uKeQE.jpg?impolicy=logo-overlay,2022-05-31T11:00:00Z,"With no cereal boxes on the table at Monday breakfast, not even their usual Weetabix, and instead a choice of a boiled egg and soldiers or plain yogurt and fruit, I expect the boys to smell a rat, bu… [+3157 chars]"
85,"{'id': None, 'name': 'Moneycontrol'}",Aparna Iyer,"LIC made Rs 42k crore gains via share sale in FY22, remains contrarian equity investor - Moneycontrol",The insurance behemoth will focus exclusively on increasing the share of non-participatory products to drive growth and profitability in FY23.,https://www.moneycontrol.com/news/business/earnings/lic-made-rs-42k-crore-gains-via-share-sale-in-fy22-remains-contrarian-equity-investor-8614181.html,https://images.moneycontrol.com/static-mcnews/2022/05/Untitled-design-2-770x433.png,2022-05-31T10:52:55Z,"Life Insurance Corporation of India (LIC), Indias largest asset manager and also the biggest bailout balance sheet for the government, has raked in a cool Rs 42,000 crore worth of realised gains from… [+2710 chars]"
86,"{'id': None, 'name': '9News'}",Marina Trajkovich,The suburbs where unit prices are decreasing amid Brisbane's housing crisis - 9News,"<p>As housing prices reach record highs in south-east <a href=""http://9news.com.au/queensland"" title=""Queensland"" target="""" rel="""">Queensland</a>, new data shows units in some Brisbane suburbs are actually getting cheaper. </p>",https://www.9news.com.au/national/queensland-the-suburbs-where-unit-prices-are-decreasing-amid-brisbanes-housing-crisis/d3806afc-db83-471b-a9f4-cad85dd934a4,https://imageresizer.static9.net.au/XVYk18w3yO-0x5g0ADh_Elf4Kew=/0x81:1252x786/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fca01de86-cacd-4efc-bffc-a051ee6e9488,2022-05-31T10:52:37Z,Property News: Music promoter Michael Coppel sells Toorak home for more than $30 million - domain.com.au
87,"{'id': None, 'name': 'TribLIVE'}",Tim Benz,First Call: Aaron Donald doesn't 'need to play football to be fine'; Jacob Trouba takes out another skater - TribLIVE,Pitt Panthers great Aaron Donald continues to leave his future up in the air. A pair of former Pirates exchange big blows at the plate in New York. Jacob Trouba is at it again for the New York Rangers. And a one-time Penguin has a new job with another former,https://triblive.com/sports/first-call-aaron-donald-doesnt-need-to-play-football-to-be-fine-jacob-trouba-takes-out-another-skater/,https://assets-varnish.triblive.com/2022/05/5103851_web1_ptr-Trouba1-051322.jpg,2022-05-31T10:44:35Z,Pitt Panthers great Aaron Donald continues to leave his future up in the air. A pair of former Pirates exchange big blows at the plate in New York. Jacob Trouba is at it again for the New York Ranger… [+5364 chars]
88,"{'id': None, 'name': 'New York Post'}",Nika Shakhnazarova,"Tom Cruise didn't want to make 'Top Gun' sequel, had to be convinced - New York Post ","“When I got there, I found that Tom really didn’t want to make another ‘Top Gun,'” director Joseph Kosinski revealed.",https://nypost.com/2022/05/31/tom-cruise-didnt-want-to-make-top-gun-sequel/,https://nypost.com/wp-content/uploads/sites/2/2022/05/newspress-collage-22468906-1653991557591.jpg?quality=75&strip=all&1653977352&w=1024,2022-05-31T10:43:00Z,"Director Joseph Kosinski said he had just 30 minutes to convince Tom Cruise to star in “Top Gun: Maverick.”
Revealing Cruise “really didn’t want to” make a sequel to the hit 1986 blockbuster, Kosins… [+2410 chars]"
89,"{'id': None, 'name': '1news.co.nz'}",,Video shows Mona Lisa smeared with cake after bizarre protest - 1News,"The young man shouted at those in the Louvre to ""Think of the Earth!""",https://www.1news.co.nz/2022/05/31/video-shows-mona-lisa-smeared-with-cake-after-bizarre-protest/,https://tvnz-1-news-prod.cdn.arcpublishing.com/resizer/KHWDNFKothLVCpzhTeLjsYzv1dI=/1200x630/filters:format(png):quality(70):focal(-5x-5:5x5)/cloudfront-ap-southeast-2.images.arcpublishing.com/tvnz/U3KV4SJUZBG7BNKUKVMJMQY7OU.png,2022-05-31T10:40:57Z,"A man seemingly disguised as an old woman in a wheelchair threw a piece of cake at the glass protecting the Mona Lisa at the Louvre Museum and shouted at people to think of planet Earth.
The Paris p… [+1459 chars]"
90,"{'id': None, 'name': 'Droidsans.com'}",,Honor 70 - Droidsans,The First Android Community in Thailand,https://droidsans.com/tag/honor-70/,https://images.droidsans.com/wp-content/uploads/2022/05/2022_05_31_ปก_Web_เปิดตัว_Honor_70_Series-1000x600.jpg,2022-05-31T10:37:21Z,"OPPO Reno8 Series 3 OPPO Reno8, Reno8 Pro ..."
91,"{'id': None, 'name': 'The Punch'}",Agency Report,"No Tobacco Day: WHO advocates levies, says crop threat to environment - Punch Newspapers","The World Health Organisation has called on African Governments to impose environmental tax levies on tobacco across the value and supply chains, including production, processing, distribution, sales, consumption, and waste management.",https://punchng.com/no-tobacco-day-who-advocates-levies-says-crop-threat-to-environment/,https://cdn.punchng.com/wp-content/uploads/2022/05/31122449/000_32BL79D.jpg,2022-05-31T10:36:54Z,"The World Health Organisation has called on African Governments to impose environmental tax levies on tobacco across the value and supply chains, including production, processing, distribution, sales… [+4523 chars]"
92,"{'id': None, 'name': 'Telegraph.co.uk'}",,"Politics latest news: Boris Johnson faces no confidence vote by end of June, warns Lord Hague - The Telegraph","A vote of no confidence in Boris Johnson's leadership is likely to take place by the end of June, Lord Hague has predicted as he said the Prime Minister is in &quot;very serious trouble&quot;.",https://www.telegraph.co.uk/politics/2022/05/31/boris-johnson-news-vote-no-confidence-partygate-immigration/,https://www.telegraph.co.uk/content/dam/politics/2022/05/31/TELEMMGLPICT000297721510_trans_NvBQzQNjv4BqYDMticX_b9lIs0227iWwUQGGCHlEEE6obCLF-Nl27bg.jpeg?impolicy=logo-overlay,2022-05-31T10:34:22Z,"Lord Hague, the former leader of the Conservative Party, said he believes Boris Johnson is in ""very serious trouble"" and predicted a no confidence vote will take place by the end of June. 
Speaking … [+925 chars]"
93,"{'id': None, 'name': '9News'}",Marina Trajkovich,Tremors felt after 3-magnitude earthquake in south-east Queensland - 9News,<p>Over 500 people have reported feeling the earthquake in Queensland&#x27;s Moreton Bay region this afternoon.</p>,https://www.9news.com.au/national/magnitude-3-earthquake-felt-in-southeast-queensland/dd618986-2248-471e-ba20-9a4047e79922,https://imageresizer.static9.net.au/76V44YQr_sdGKdtmHg2KUJMfYxY=/236x100:730x378/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fe3fd8e16-7fb7-48f8-b8db-63d72effc890,2022-05-31T10:32:37Z,
94,"{'id': None, 'name': 'New York Times'}","Luke Broadwater, Alan Feuer","Peter Navarro, Former Trump Aide, Gets Grand Jury Subpoena in Jan. 6 Inquiry - The New York Times","The subpoena, the latest indication of an expanding inquiry by federal prosecutors, seeks Mr. Navarro’s testimony and any records he has related to the attack on the Capitol last year.",https://www.nytimes.com/2022/05/30/us/politics/peter-navarro-jan-6-subpoena.html,https://static01.nyt.com/images/2022/05/30/us/politics/30dc-investigate-navarro/30dc-investigate-navarro-facebookJumbo.jpg,2022-05-31T10:30:00Z,"In April, Ali Alexander, a prominent Stop the Steal organizer, revealed that he had been served with his own grand jury subpoena, asking for records about people who organized, spoke at or provided s… [+1995 chars]"
95,"{'id': None, 'name': 'Huaweicentral.com'}",Deng Li,Huawei Watch 3 with eSIM gets discounted price of 1879 yuan - HC Newsroom,"Huawei Watch 3 is the first smartwatch that comes with HarmonyOS operating system. The Huawei Watch 3 is currently at a discounted price of 1879 yuan during the special JD sale in China. During the Jingdong 618 pre-sale, the pre-sale price is 1,999 yuan for H…",https://www.huaweicentral.com/huawei-watch-3-with-esim-gets-discounted-price-of-1879-yuan/,https://www.huaweicentral.com/wp-content/uploads/2021/10/huawei-watch-3ww-1000x576.jpg,2022-05-31T10:29:01Z,"Huawei FreeBuds Pro noise cancellation earbuds are now available at an all-time low discount price during the JD promotion sale in China. According to the information, Huawei FreeBuds Pro is availabl… [+2673 chars]"
96,"{'id': None, 'name': 'CNBCTV18'}",CNBCTV18.com,Stock Market LIVE Updates: Sensex and Nifty50 likely to open lower today ahead of GDP data — track SGX futures - CNBCTV18,"Stock Market LIVE Updates: Indian equity benchmarks BSE Sensex and NSE Nifty50 started Tuesday's session in the red, retreating from nearly one-month highs, as Dalal Street tracked a lacklustre trend across Asia following a holiday on Wall Street. Financial a…",https://www.cnbctv18.com/market/stocks/stock-market-news-live-updates-sgx-nifty50-bse-sensex-sun-pharma-irctc-lic-gdp-data-covid-brent-crude-bitcoin-gold-rate-13666092.htm,https://images.cnbctv18.com/wp-content/uploads/2022/05/closing31.png,2022-05-31T10:28:57Z,
97,"{'id': None, 'name': 'GMA News'}","ANNA FELICIA BAJO, GMA News",House adopts Senate bill doubling monthly pension of indigent seniors - GMA News Online,"The House of Representatives has adopted the Senate version of the measure doubling the monthly social pension of indigent senior citizens from P500 to P1,000.",https://www.gmanetwork.com/news/money/economy/833457/house-adopts-senate-bill-doubling-monthly-pension-of-indigent-seniors/story/,https://images.gmanews.tv/webpics/2020/12/housereps_2020_12_03_21_50_29.jpg,2022-05-31T10:27:02Z,"The House of Representatives has adopted the Senate version of the measure doubling the monthly social pension of indigent senior citizens from P500 to P1,000.
 Senate Bill 2506 was adopted as an am… [+746 chars]"
98,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Avon and Somerset only police force meeting 999 call-answering targets - BBC,Avon and Somerset Police is meeting the target to answer 90% of 999 calls in less than 10 seconds.,https://www.bbc.co.uk/news/uk-england-bristol-61645151,https://ichef.bbci.co.uk/news/1024/branded_news/C308/production/_124982994_df086fe5-5071-4292-93bf-f78cb5b5946c.jpg,2022-05-31T10:26:30Z,"Image caption, Assistant Chief Constable Alan Todd, from the National Police Chief's Council said a lag in connecting calls could contribute to waits
Just one police force in England and Wales is me… [+2019 chars]"
99,"{'id': None, 'name': 'Daily Mail'}",Millie Payne,Peter Andre reveals his car has been broken into following his latest Grease performance - Daily Mail,"Peter Andre's car was broken into on Monday night, with the singer revealing the culprit had 'got all the stuff' while he was on stage.",https://www.dailymail.co.uk/tvshowbiz/article-10870813/Peter-Andre-reveals-car-broken-following-latest-Grease-performance.html,https://i.dailymail.co.uk/1s/2022/05/31/13/58500243-0-image-a-17_1653999218111.jpg,2022-05-31T10:26:24Z,"Peter Andre's car was broken into on Monday night, with the singer revealing the culprit had 'got all the stuff' while he was on stage.
The devastated star, who is currently starring in Grease The M… [+4132 chars]"
